PuzzleId,GameId,FEN,Moves,Rating
AYdXb,,8/2p2k2/3b1p1p/4pBpP/6P1/4BK2/7r/1R6 w - - 16 50,f3g3 e5e4 e3f4 d6f4,1028
AYdgU,,2kr3r/ppbn4/6p1/1N1q1p2/2N1R3/P5P1/2Q2P2/R5K1 b - - 1 27,f5e4 c4b6 a7b6 c2c7,2288
AYdkl,,7k/2pr2pp/1p3p2/p3q3/P7/4PQ1P/5PP1/2R3K1 b - - 2 28,e5b2 f3a8 d7d8 a8d8,773
AYczP,,8/3r1p1Q/6p1/2B3b1/1P6/P3P1k1/3q4/5RK1 w - - 0 39,h7h2 d2h2,732
AYdHM,,R2r4/1kp2ppp/8/8/1P2P3/2N1q3/1Q1p2PP/5K2 w - - 2 34,a8d8 e3e1,1465
AYdLJ,,N4rk1/p5pp/2q3p1/2p2b2/2B5/1P6/P1P3P1/1K2R2R b - - 3 24,g8h8 h1h7 h8h7 e1h1 f5h3 h1h3,1246
AYeOo,,1k1r2r1/ppp4p/3p1p2/4n3/4P3/5P1Q/PPP1Bb1P/RN3RqK w - - 2 18,f1g1 g8g1,1072
AYePG,,8/R1R1pk2/5b1p/p3r1p1/3B1K1P/5P2/5P2/6r1 w - - 0 36,h4g5 h6g5,1769
AXvSB,,5r1k/1b2N2p/pP2N2b/4p3/4Pp2/8/1B3KPP/8 b - - 1 31,f8e8 b2e5 h6g7 e5g7,1234
AYdno,,2rqr1k1/1b3ppp/p2p1n2/1p6/5N2/2B3Q1/PPP3PP/R4RK1 b - - 6 20,f6e4 g3g7,1192
AYdx0,,6k1/p4pp1/1p2p2p/3rP3/q2n4/P2Q3P/5PP1/2R3K1 b - - 1 28,a4b3 c1c8 d5d8 c8d8,871
AYeD7,,r3k2r/ppB2ppp/4p3/2P5/1n1Pp3/3bP3/PP1N1PPP/R3K2R w KQkq - 1 14,e1c1 b4a2,780
AYcvw,,1k6/1p6/p2R3p/8/2R2pP1/P5K1/1PP1rr2/8 w - - 0 35,g3h4 f2h2,454
AYb9D,,5rk1/p2Q3p/6p1/1Pq2P2/8/5R1K/7P/8 b - - 0 42,g6f5 f3g3 g8h8 d7g7,1191
AYbLI,,r4knr/ppp2ppp/8/4N3/2B3b1/8/PP3PPP/3RR1K1 b - - 4 13,g4d1 e5d7,1115
AYbfJ,,r3r1k1/5p1p/3p2p1/8/8/1B1K1Q2/1P3PP1/2R1b2q b - - 1 28,a8b8 f3f7 g8h8 f7f6,1148
AYa43,,4r2k/4q1p1/4RpQp/1p6/1r6/6RP/6PK/8 b - - 1 42,e7e6 g6g7,790
AYank,,r7/8/3R2kp/6p1/1P6/P4KP1/8/2b5 b - - 2 44,g6h5 g3g4 h5h4 d6h6,816
AYb7K,,R7/8/8/6p1/5b2/5K2/5P2/3r1k2 b - - 23 70,d1d2 a8a1 d2d1 a1d1,855
AYcJR,,r4rk1/5ppp/2p1p1b1/1q1pP3/pb1P1P2/PQ2KN2/1P3BPP/R1R5 w - - 0 20,b3b4 b5d3,908
AYca0,,6k1/pb3pBp/1pq1pPpQ/2p5/nPP3N1/P5PP/5P1K/3r2R1 w - - 3 35,g7f8 c6h1 g1h1 d1h1,1559
AYcbw,,8/5pkp/4p3/5r2/3PR1KP/2r5/5P2/4R3 w - - 2 41,f2f4 h7h5,1063
AYbl8,,r1b1k2r/p1qpbppp/2p1p3/6B1/2B1P1n1/2N5/PPP2PPP/R2Q1RK1 w kq - 8 10,g5e7 c7h2,460
AYbqX,,r2qnr2/3b1Np1/pp2p2k/2ppPp1P/3P2Q1/2P5/PP3PP1/R3K2R b KQ - 2 18,f8f7 g4g6,939
AYcB8,,4rr1k/1pR3p1/p6p/3Pp3/qP2PpQ1/6bP/1BR3P1/7K b - - 3 28,a4b4 g4g7,925
AYMnq,,r4r2/pbqn1p1k/2p1p1p1/2p5/5P2/1P2P2Q/PBP3PP/RN4K1 b - - 1 17,h7g8 h3h8,848
AY4L9,,2k5/pp6/2b3R1/7p/3q1r2/8/P1Q3P1/2R3K1 w - - 0 31,g1h2 f4h4 h2g3 d4f4,1117
AY4LQ,,8/5pk1/4q1n1/3pPpNQ/3P1P2/7P/1r4PK/8 b - - 6 38,e6b6 h5h7 g7f8 h7f7,1032
AY4PK,,8/2P5/7P/8/5k2/1B3p2/P5p1/5K2 w - - 0 44,f1g1 f4g3 a2a3 f3f2,1125
AY4BY,,5rk1/5pbp/6p1/1p1RPn2/5P2/1P5P/q1r1N1P1/3QR1BK w - - 3 26,e2c1 f5g3 h1h2 c2g2,1401
AY4Dy,,2rr1k2/pb4p1/1pnbppP1/q1ppn2Q/8/BPPBP3/P2P1PP1/RN3RK1 b - - 3 19,e5d3 h5h8 f8e7 h8g7 e7e8 g7f7,1017
AY4E6,,7k/3R3P/2p1p3/p1b2p2/P1N2K2/2P4r/1P6/8 w - - 9 41,c4e5 c5e3,1186
AY4bP,,8/5p2/p1pr4/Pk1pp3/1P6/KR4p1/2P2R2/8 b - - 0 40,g3f2 b3c3 d5d4 c3c5,2016
AY4eK,,3r2k1/p4ppp/2p5/2n2P2/2q1P3/2N1PKQ1/PP5P/3R4 b - - 1 24,d8d1 g3b8 d1d8 b8d8,1467
AY4hm,,r1b1kr2/pp1p1pQp/4p3/q1P5/1n3B2/4P3/P1P1NPPP/R3KB1R w KQq - 0 11,f4d6 b4d3 e1d1 a5e1,1902
AY4R5,,5rk1/pp1b2p1/4p1P1/3pP3/4pB2/4P2R/2p1BQKP/1q6 b - - 1 29,c2c1q h3h8 g8h8 f2h4 h8g8 h4h7,1181
AY4Sk,,2r3k1/1p3ppp/2q1p3/P2n4/8/1R3P2/1Q4PP/1Rr4K w - - 8 29,b1c1 c6c1 b2c1 c8c1,544
AY4Z1,,1r2k1r1/3p1p2/p2Ppb1p/1p6/3R4/6Pq/2Q2P1P/2R3K1 b - - 4 30,f6d4 c2c8 b8c8 c1c8,509
AY46b,,r1b1kb1r/1p3ppp/p7/3QpqB1/4N3/8/PPP2PPP/R3K2R b KQkq - 0 12,f5e6 d5d8,1318
AY2X6,,r5k1/p2nR2p/2p4B/5B2/3q4/P5P1/5P2/5K2 b - - 0 29,d7f6 f5e6 g8h8 h6g7,1706
AY3CI,,6rk/1p5p/p1p2R2/3p2Q1/3P4/2PB3P/PP4PK/4q3 w - - 5 30,g5h6 e1g3 h2g1 g3g2,1061
AY3Cf,,rn2r1k1/pp2ppbp/6pB/2p2b2/3qp1P1/5P2/PPPQP2P/2KRNB1R w - - 0 12,g4f5 d4b2,959
AY2Gw,,r6k/5Qb1/ppb4p/2p2BB1/P3P1P1/2Nq4/1P5P/6K1 b - - 0 27,h6g5 f7h5 h8g8 f5e6 g8f8 h5f7,1850
AY2V7,,r7/5rk1/p3Q1pp/1p2P3/1P6/2q2P2/R5PP/R6K w - - 0 31,a2a6 c3a1 a6a1 a8a1,1348
AY2VV,,3k2r1/R6R/Pp6/1P3p2/5P2/4r2K/8/8 w - - 5 48,h3h4 g8g4 h4h5 e3h3,1136
AY3sm,,6k1/2p1pp1p/6p1/q2P4/2PN4/8/2Q2PPP/r1R3K1 w - - 3 25,d4c6 a5e1 c1e1 a1e1,1248
AY3yB,,r5k1/pp3pp1/6q1/3B3p/3P4/4R1Pb/PP1Q1P1P/6K1 w - - 1 24,e3f3 g6b1 d2e1 b1e1,914
AY44x,,2k2b2/p1p1p1p1/2p4r/7p/4P3/Q2R3P/PP3PPK/4q3 b - - 18 25,e1f2 a3a6 c8b8 d3d8,1334
AY3GQ,,r2r1k2/1pp3p1/p1n3QB/4q3/4N2N/P7/1P3bPP/3R2K1 w - - 0 26,e4f2 d8d1 f2d1 e5e1,938
AY3Px,,6k1/ppb2p1p/2p3p1/8/8/2P1q3/PPQ1B3/3RK3 w - - 0 29,c2d3 c7g3 e1f1 e3f2,1250
AY3bd,,8/pp3Qpk/2p4p/3p1n2/3P1Pq1/2P5/PP4PP/6RK w - - 9 31,f7c7 f5g3 h2g3 g4h5,1404
AY77p,,r3bb1r/p2nkppp/3Np3/2PpN1B1/PP6/8/5PPP/R4RK1 b - - 2 20,f7f6 e5c6,1392
AY79M,,6k1/p3Qppp/2p2r1r/8/1P1P4/P4NPq/5P1P/2R3K1 b - - 10 30,f6e6 e7d8 e6e8 d8e8,929
AY7Co,,rn3Bk1/ppp2ppp/2q5/8/2B5/1N3b2/PPP2P1P/R2Q1RK1 w - - 1 15,d1d8 c6g6 d8g5 g6g5,1001
AY6SX,,6B1/p7/1b1P1kpp/1P3p2/4bK1P/6P1/4R3/8 w - - 0 42,d6d7 g6g5 h4g5 h6g5,1438
AY6uk,,r1b2Bk1/ppp2ppp/1b6/4P1NQ/1npP2n1/8/P1qN1PPP/R4RK1 b - - 0 16,g8f8 h5f7,943
AY6zB,,r1b3k1/1p1r4/p3p1qp/4B1p1/3P3R/1P2R1Q1/P4PPP/6K1 w - - 2 28,h4g4 g6b1 e3e1 b1e1,576
AY83o,,8/p1p5/2p2p1b/1k2pp2/2N5/1PPNPbP1/P2K1P2/8 b - - 4 31,f3d5 a2a4 b5a6 d3c5,1951
AY87w,,3r1Q1k/6pp/ppp3r1/4P3/2P5/PR1PB2b/6P1/5RK1 b - - 3 31,d8f8 f1f8,486
AY88k,,r1b1kb1r/pp2pppp/n1p2n2/1N4N1/2B5/2P1B3/Pq3PPP/R2QK2R b KQkq - 1 10,c6b5 c4f7,1404
AY7Cs,,1r5k/6pp/4Q3/5p2/3PpP2/8/1Pq2P1P/K5RR w - - 0 31,e6d5 c2b2,1147
AY7X4,,8/b4ppk/1q1p3p/1p2p3/pP2P2P/P2B1PP1/4Q3/5K2 w - - 5 54,d3b5 b6g1,1101
AY7qh,,5rk1/1pp3p1/p2p2q1/3Pp2p/2P5/P2Q2B1/1P3rPP/R6K w - - 0 22,d3g6 f2f1 a1f1 f8f1,556
AY6M7,,r6k/pb1p1p1p/1p6/2p2Q1p/2B5/2bPK2P/PqP5/6R1 b - - 0 27,a8g8 g1g8 h8g8 f5f7 g8h8 f7f8,1373
AY5Ng,,4r1k1/pp3ppp/6r1/2p5/4P3/3P2q1/PPPQ2P1/R4R1K w - - 0 23,d2f2 g6h6 h1g1 g3h2,1101
AY5Rz,,r1b1k2r/pppp1pp1/5qnp/2bPp3/2P5/2N3P1/PP2PPBP/R2QK1NR w KQkq - 0 9,e2e4 f6f2,901
AY5YY,,7k/pp1B4/8/7P/P1r2b2/8/6P1/5R1K w - - 0 46,f1f3 c4c1 f3f1 c1f1,462
AY59U,,8/R4p2/1N4pk/5b2/7K/2P2P2/6rP/8 w - - 1 36,a7f7 g6g5,1796
AY5M9,,4R1r1/3b1k1p/p1n5/1p1p1p1N/2q2B2/2P2n1K/P1Q3p1/6R1 b - - 0 30,d7e8 c2f5 f7e7 f5f6 e7d7 f6d6 d7c8 d6c7,1266
AY5Nf,,1Q6/P4k2/4p1p1/4P3/5PpK/1P6/7q/8 w - - 3 55,h4g5 h2h5,835
AY611,,r6k/p3Nppp/4p3/2p1N3/3n4/3K3P/PP4P1/8 b - - 3 26,d4f5 e5f7,1076
AY6HY,,6k1/p4pp1/8/1b4Q1/4p3/2P2P2/Pq4PP/2RrK1R1 w - - 1 32,e1d1 b2e2,1110
AY6KY,,8/2qr1pk1/6p1/p1pBbn1p/2P4P/1P3QP1/P2B2K1/5N2 b - - 11 44,f5e7 f3f7 g7h8 f7f8 e7g8 f8g8,1583
AY5ii,,2r3k1/6Rp/p5pB/4N3/1P1rn3/5p1P/6PK/8 b - - 1 42,g8h8 e5f7,1027
AY5m0,,Q3r1k1/3R1ppp/8/p7/8/6P1/q4P1P/3R2K1 b - - 0 24,e8a8 d7d8 a8d8 d1d8,642
AY5nk,,rn2k2r/pp2b3/2p5/3p1qp1/3P1N1p/2N1P3/PP6/R1BQ2RK w kq - 0 21,f4d3 f5h3,1010
AY2FU,,2r2rk1/1pQbR3/p2P3p/5q2/8/8/P4PPP/3R2K1 w - - 3 33,c7d7 f5f2 g1h1 f2f1 d1f1 f8f1,888
AXxyS,,r4rk1/p5pp/2p5/8/3qn3/2N2Q2/PP3PPP/R1B1R1K1 w - - 3 18,f3e4 d4f2 g1h1 f2f1 e1f1 f8f1,1078
AXy6l,,5rk1/2r1ppbp/BRb3p1/2P5/4qB2/P7/3Q1PPP/5RK1 w - - 0 24,f4c7 e4g2,599
AXy8Z,,6k1/6pp/3N1p2/1r6/1P6/7P/2b2PP1/R5K1 b - - 2 25,b5b4 a1a8 b4b8 a8b8,503
AXxou,,4rk2/r4p1N/p4QnP/3pP3/PbpP2q1/8/1P3PPK/R2R4 b - - 12 35,f8g8 f6g7,1150
AXxpB,,6r1/5bk1/2p1P2p/7p/p5rb/PqPBQ3/1P4P1/5RK1 b - - 0 31,f7e6 e3e5 h4f6 e5f6,1812
AXxqG,,r4r2/4Nbpk/1q3p2/4p3/P1R5/1P5R/5PPP/6K1 b - - 1 30,f7h5 h3h5,813
AXyUU,,2rq1rk1/1p3ppb/3p3p/3P1P1N/1P1Q1BPb/3n3P/P3R1B1/5RK1 b - - 6 30,d3f4 d4g7,1338
AXyWA,,r2q1k1r/ppp3pp/1n6/2b1P2n/6b1/1QP5/P5PP/RNB2R1K b - - 4 18,f8e7 b3f7,1273
AXyg9,,4r1k1/6pp/1Q2p2r/2p4q/2P5/BP2pP2/P5P1/2R2BK1 w - - 0 34,b6c5 h5h1,647
AXyK1,,r1b2r1k/pp3pR1/2p2P1p/2bp4/2B1P2q/3P4/PPP2PQP/R3K3 b Q - 5 17,d5c4 g7h7 h8h7 g2g7,1319
AXyM6,,6k1/2p4R/1p2p1p1/1P1pP3/3P2K1/5r2/r7/7R b - - 1 33,f3f7 h7h8 g8g7 h1h7,999
AXyNQ,,2kr3r/1ppn1pp1/p2p1b2/3NqP2/4P3/1P6/P1PQ3P/2KRRB2 w - - 1 22,d5f6 e5a1,1195
AXxjH,,2br1r2/1p4k1/p2R2n1/2p3Q1/2P5/1P6/2q2PPP/R5K1 w - - 0 30,d6d8 c2f2 g1h1 f2f1 a1f1 f8f1,1057
AXwQP,,1k5r/1pp5/p7/8/3qPRp1/1P4Pp/P1Q2P1P/6K1 w - - 1 30,f4g4 d4a1 c2b1 a1b1,998
AXwda,,r1b3rk/ppq2p1p/1bnp1p2/4P2Q/3p1P1N/2PB4/P5PP/RN3R1K b - - 0 15,d6e5 h5h7,1064
AXwmm,,rn2k2r/p1q2ppp/4b3/6N1/P1p3n1/8/1PP1Q1PP/RNBR2K1 w kq - 3 16,g5e6 c7h2 g1f1 h2h1,1007
AXwEn,,Bn3kbQ/p5p1/2p2q2/2b5/8/2NP4/PPP2rPP/R1B2RK1 w - - 0 17,f1f2 f6f2 g1h1 f2e1,764
AXwN7,,r1br2k1/4qppp/pQ2p3/2ppP3/8/6NP/P1P1NPP1/5RK1 b - - 1 23,e7b7 b6d8,690
AXwQ7,,r1b3k1/pp4pp/2n1pr2/q2p3Q/2pP4/2P2N2/PPB2PPP/R4RK1 b - - 3 16,f6h6 h5e8,735
AXxaq,,4r2k/pp2q1pp/5p2/1P1Q4/1P6/P1b2B2/5PP1/3R1K2 w - - 4 27,d5b7 e7e1 d1e1 e8e1,1337
AXxcB,,5r1k/pb4p1/1p5p/8/3p1q2/1QP2B2/PP3PPP/3R2K1 w - - 0 27,f3b7 f4f2 g1h1 f2f1 d1f1 f8f1,792
AXxhy,,4rrk1/6pp/p1qbp3/1p3p2/5n2/PQN1B2P/1PPR1PP1/5RK1 w - - 0 21,f1d1 c6g2,717
AXx3c,,4r2k/2p3p1/p6p/1p3qN1/3P2p1/P4rP1/1PQ1RPKP/5R2 b - - 0 30,f5c2 e2e8 f3f8 e8f8,1151
AXx4B,,7r/R7/3R1rkp/5qp1/4p3/2Q5/5PPP/6K1 w - - 3 52,a7a6 f5f2 g1h1 f2f1,985
AXvaJ,,5Q2/8/8/8/8/k1K5/8/1q6 b - - 0 54,a3a2 f8a8,1037
AY0PT,,5rk1/6r1/p2pRpPQ/1qp5/8/1P6/P5PP/5R1K w - - 3 35,f1f6 b5f1 f6f1 f8f1,1405
AY0Ug,,6k1/5pp1/2pBp2p/3pP3/P2Pb3/1r4P1/5P1P/2R3K1 w - - 0 28,c1c6 b3b1 c6c1 b1c1,400
AY0a5,,r1b3k1/p3qppp/1p6/4B2B/4p2P/2R1P1P1/PP3P2/3R2K1 b - - 0 22,e7e5 d1d8 e5e8 d8e8,1028
AXzdJ,,5rk1/1pp2rpp/1b1p2q1/4p2n/PPP5/2BP1P2/4B1PP/1R1Q1R1K w - - 1 25,a4a5 h5g3 h2g3 g6h5,964
AXzrR,,rnbqkb1r/pppppp1p/8/4B1p1/3Pn3/4P3/PPP2PPP/RN1QKBNR b KQkq - 1 4,f7f6 d1h5,775
AY0LI,,5Q2/p6p/5pp1/3Bp2k/q2nP2P/3K4/P5P1/8 w - - 1 37,f8f6 a4c2 d3e3 c2e2,1246
AY0s8,,rnb1k1nr/ppp2ppp/1b1p2q1/3QN1B1/2B1P3/2P5/PP3PPP/RN2K2R b KQkq - 0 8,d6e5 d5d8,1412
AY1iK,,4r1k1/p1p3b1/2p1q2p/6p1/2P2p2/P6P/1PQ2PPB/3r1RK1 w - - 0 24,f1d1 e6e1 d1e1 e8e1,496
AY2BY,,3rk1r1/ppRB1p1p/3Qqp2/3p4/8/8/5PP1/6K1 b - - 0 28,d8d7 c7c8 d7d8 d6d8,1134
AY0dW,,1k1r4/ppp3pp/P7/3Q4/3p4/8/1PP2PPP/4R1K1 b - - 0 24,d8d5 e1e8 d5d8 e8d8,531
AY0dY,,2kr3r/pp1nqpb1/2p4p/4p3/2P1N2B/1Q2P3/PP3PPP/1R1R2K1 b - - 0 17,e7h4 e4d6 c8c7 b3b7,1016
AY0rD,,2k3r1/pp2R3/2q5/5p2/3p1QbB/P2P4/1PP2P1P/2K5 w - - 2 31,h4g3 c6h1 e7e1 h1e1,902
AXzbq,,2k5/pppqr3/2p1N2p/5PpQ/2n4P/2P5/PP1r1PP1/R4K1R w - - 5 25,h5h6 d2d1 a1d1 d7d1,1090
AXz1q,,3rk2r/p1R3p1/1p1Bp1qp/3pP3/3N1n2/4Q3/PP3P1P/1R4K1 w k - 5 27,e3g3 g6b1 c7c1 b1c1,1596
AXzAY,,5k1r/5pb1/Q3p1p1/2PqP3/pr1p1PN1/1P4Pp/PB5P/R3R2K w - - 1 25,h1g1 d5g2,1198
AXzD1,,r5k1/2p3p1/p2b3p/1p1Pp1n1/4N3/P4P1q/1P3PK1/R1R2Q2 w - - 5 29,g2g1 g5f3,880
AXyp1,,2b2r1k/1p2q1pp/1np5/5p2/4pN2/1BQ5/2P2PPP/4R1K1 b - - 1 20,c8d7 f4g6 h7g6 c3h3 e7h4 h3h4,1153
AXysP,,r7/5pk1/2p3q1/1pPp4/6r1/4P3/5PPQ/R5K1 w - - 0 46,a1a8 g6b1,991
AXz0j,,6k1/pp3p1p/2p2PB1/3p4/1q6/6R1/P1P2QPP/4r2K w - - 0 38,f2e1 b4e1,1361
AXzMK,,r5k1/pb4pp/4Q3/8/1p5R/3r1q1P/P2B2RK/8 b - - 0 38,g8h8 h4h7 h8h7 e6g6 h7h8 g6g7,1943
AXzST,,r5R1/8/pp1Q1k2/3Pp2q/PP2P3/7P/2Pb4/6K1 b - - 0 39,f6f7 d6e6,1333
AXzYN,,r4rk1/p1q1bppp/2p1b3/2pp4/6n1/1PN5/PBPP1PPP/R2QRBK1 w - - 2 14,e1e6 c7h2,1331
AXzGZ,,6k1/1pp2rpp/1p6/3P4/4rq2/8/PPQ3PP/4R1K1 w - - 0 27,c2e4 f4f2 g1h1 f2f1 e1f1 f7f1,1085
AXzIK,,8/5k2/1p3r2/4Q2K/2P1P1P1/N2R4/P7/7q w - - 1 42,h5g5 h1h6,1156
AXzJT,,r2qrk1Q/pp3pb1/2pp1n2/5NN1/3P2P1/4P3/PPP5/2K4R b - - 2 26,g7h8 h1h8 f6g8 g5h7,1369
AY8Pr,,8/R2qpkr1/4bpp1/1p5p/2pp4/Q7/5PPP/6K1 b - - 1 33,d7c6 a3e7 f7g8 e7g7,1297
AYHt3,,4r1k1/1R5p/5pp1/5r1n/2p5/2P5/P1P2PKB/3R4 b - - 0 33,e8e2 d1d8 e2e8 d8e8,980
AYHtm,,4r3/1p3pkp/p4Qb1/8/2B3N1/5KPP/PPq5/r7 b - - 1 31,g7g8 c4f7 g6f7 g4h6 g8f8 f6f7,2032
AYIQ5,,2b5/2r4k/p3R2P/2pn4/3p1r2/PP1B4/2PK4/6R1 b - - 0 33,h7h8 e6e8 f4f8 e8f8,834
AYHa9,,6k1/1p1b2p1/7p/3nr3/r2N4/4R1R1/1P3PPP/6K1 w - - 0 32,e3e5 a4a1 e5e1 a1e1,637
AYHlK,,r1b1kb1r/1pqp1pp1/p1n1p3/6Bp/P1BNP1n1/2N5/1PP2PPP/R2Q1RK1 w kq - 2 10,f2f3 c7h2,879
AYHs8,,1k1r4/pp4p1/2p1Q3/4P1P1/3q4/4n3/PPP2P2/2K4R w - - 0 24,f2e3 d4d2 c1b1 d2d1 h1d1 d8d1,1410
AYJXn,,8/8/4Q1nk/6q1/7p/7R/P4bPP/5R1K w - - 4 45,f1f2 g5c1 e6e1 c1e1 f2f1 e1f1,873
AYJZ5,,5r1k/pR4bp/4p1p1/1p6/4N1Q1/4P1P1/6BP/q5K1 w - - 1 27,g2f1 a1f1,954
AYJfi,,8/2p5/1kP5/1p4R1/3p2P1/PK1P4/5r2/8 w - - 0 45,b3b4 f2b2,1101
AYIjX,,rk2R2r/p1p2ppp/1p6/3Q2Bb/8/2N5/PP3qPP/4R2K b - - 4 22,h8e8 e1e8,829
AYJDt,,r3k2r/pppq1pp1/3b3p/2P5/3P3n/P4P2/1P2NP1P/R1BQ1K1R w kq - 1 17,c5d6 d7h3 f1e1 h4f3,1352
AYJIl,,8/4r1p1/1pbrPk1p/p1p1RPP1/2Pp1K1P/1P1B4/P7/4R3 b - - 0 38,h6g5 h4g5,931
AYHUJ,,r4r1k/p1p4p/3p4/1p2p3/4P3/1P1P2R1/PB4PP/1R3q1K w - - 2 25,b1f1 f8f1,600
AYGK6,,4Rnk1/1p3pq1/p5p1/2p5/7Q/PP1r3R/5PPP/6K1 w - - 1 41,h3d3 g7a1 d3d1 a1d1 e8e1 d1e1,467
AYGYa,,6k1/6bp/1p4p1/1N3p2/P1q1pP2/2P1Q1P1/3r3P/7K w - - 0 32,e3d2 c4f1,808
AYGZ8,,5rk1/3p4/p3p2p/4Qp1P/q7/6R1/5PP1/6K1 b - - 1 32,g8f7 g3g7 f7e8 e5b8,1549
AYFcR,,2kr3r/1pp2p2/1p1pqn2/1P2n2p/3p2pP/P5B1/2Q1PPP1/2R1KB1R b K - 1 18,f6d7 c2c7,557
AYFix,,3RQ3/p5pk/1p2p2p/1Pb2p1P/8/6PK/1q3P2/5n2 b - - 0 32,b2f2 e8g6,581
AYFjq,,r1b1qr1k/pp4p1/2np3B/4p1Qn/2B5/5N2/PP3PPP/R3K2R b KQ - 3 19,f8f5 h6g7 h5g7 g5h6,1405
AYGx7,,r2q1rk1/pp3ppp/5n2/3p4/1P6/P1Q1P3/1B3PPP/2R1K2R b K - 0 15,f6e4 c3g7,587
AYHAK,,8/8/R5p1/p1r2p1k/1p1p4/1B5P/P1P3K1/4b3 b - - 13 41,g6g5 b3f7 h5h4 a6h6,1025
AYHAr,,2b1r1k1/5ppp/1nQ5/qp1p4/1b1P4/4P3/PPPN2PP/1K1R3R b - - 0 21,b4d2 c6e8,845
AYGro,,2b1rRkr/7p/4p2P/p2p2p1/1Bpb4/5R2/P1P1B1P1/5K2 b - - 1 37,e8f8 f3f8,759
AYGuv,,6k1/6pp/pp4r1/3P4/P1P1p3/4Pr1P/8/2RR3K w - - 2 35,d5d6 f3h3,1050
AYGv0,,7k/2R4p/4pr1P/1p1p1p2/p4P2/4P3/P1B1bKP1/8 b - - 1 33,e2c4 c7c8 f6f8 c8f8,657
AYMFW,,1R1rk3/5p2/p1Qp3p/2p1pP2/P1P1P3/2PB3b/2KB1qr1/8 b - - 11 40,e8f8 c6d6 f8g7 d6h6 g7g8 b8d8,2214
AYMGR,,r2q1rk1/pb3pbB/1p1p1n2/2p1p1Np/2P5/PPN1P3/1BQP1PP1/R3K3 b Q - 0 14,f6h7 c2h7,755
AYMMP,,3Q2k1/p1p2ppp/5b2/5b1q/8/5P2/PP4PP/1RBKR3 b - - 0 22,f6d8 e1e8,927
AYLeN,,5k2/5p1p/3q1p1Q/8/8/p4N1P/1p2RPK1/3r4 b - - 1 39,f8g8 e2e8 d6f8 h6f8,890
AYLgb,,r1bq1rk1/1p3pp1/p2p1nnp/2p2N2/2B1P3/3P2QP/PPP3P1/R4RK1 b - - 1 18,g6e5 g3g7,859
AYLzC,,6k1/1R4p1/1pp2p2/8/1P3r1P/2PB3K/P4bP1/8 w - - 1 40,b7c7 f4h4,862
AYMbV,,3Q4/6kp/3bqp2/5p2/3B3P/8/5PP1/6K1 w - - 0 29,h4h5 e6e1,550
AYMfv,,8/1R6/7p/6p1/2P3B1/PP3pkP/1r6/5K2 w - - 0 44,b7f7 b2b1,1506
AYMku,,2rq1b1r/p4ppp/4pk2/1Q6/3P2b1/B1P2N2/P4PPP/R3K2R b KQ - 4 14,f8a3 b5g5,1348
AYMQF,,1r4k1/p5pp/3br3/3p4/P1p5/2P4P/R4PP1/4R1K1 w - - 0 28,e1e6 b8b1 e6e1 b1e1,824
AYMQO,,8/7N/4p2B/3pk2P/1p1n2P1/4K3/5P2/b1r5 b - - 10 34,b4b3 h6f4,1840
AYMY2,,5rk1/5ppp/1Q1P4/3qP3/2r2P2/B5Pb/P4R1P/2R3K1 w - - 0 31,c1c4 d5d1 f2f1 d1f1,1075
AYLbF,,5r1k/6pp/p7/1p1N4/3qP3/5Q1n/PP3PK1/2R2R2 b - - 0 28,f8f3 c1c8 f3f8 c8f8,1321
AYKXE,,2rr3k/p3b1pp/4Q3/4P1P1/1p2b3/4N3/PP4nP/K1q2RBR w - - 2 28,f1c1 c8c1,513
AYKxg,,r2q1kn1/ppp1b1p1/2n3B1/3pp1N1/3P2b1/2P3P1/PP3K2/RNBQ3r b - - 5 13,h1d1 g5h7,1815
AYL8e,,3qr1k1/2pb1p2/4p1NP/p7/n3p1Q1/2p5/5PP1/2R2RK1 b - - 0 32,f7g6 g4g6 g8h8 g6g7,941
AYKHD,,Q7/1p4pk/2r1p1pR/1Nqp1r2/8/4P1P1/PPP2P2/2K4R b - - 0 28,g7h6 h1h6 h7h6 a8h8 h6g5 h8h4,2025
AYKOY,,6Q1/1kp3b1/p7/4q3/5p2/PP6/2P5/1K1R4 w - - 0 31,g8c4 e5a1,857
AYKQs,,8/1p2n3/p2PQbk1/5p2/6p1/PB6/2KB1r2/5q2 b - - 1 48,f1g2 e6f7,1237
AYLQi,,r3kb1r/pp1R1pp1/2p1p2p/6B1/q3B3/5Q2/PPP2PP1/2K4R b kq - 0 16,h6g5 f3f7,845
AYLUi,,3q1b1r/r1pbk1pp/8/1p1B4/3BP3/p2P3P/3N2P1/3K1R2 b - - 0 21,c7c6 d4c5 e7e8 d5f7,1585
AYLZi,,6Q1/p1N1b3/3p2k1/2pPp3/2P1P1p1/3K1p2/PP3q2/8 b - - 3 30,g6f6 c7e8,1755
AYLDL,,8/6pk/p4p1p/1p4r1/3PR3/3P2q1/PP1Q2P1/6K1 w - - 6 39,d2e3 g3g2,1445
AYLIi,,r3r1k1/3Rbppp/ppb5/2p5/P4N2/2P5/5K1P/RBB5 w - - 4 22,d7c7 e7h4 f2g1 e8e1,886
AYLOG,,3q2k1/5pp1/1pQ1p2p/p7/8/2P3P1/PP3PP1/6K1 w - - 4 25,g1f1 d8d1,400
